Sentence								
The owner came over to check on our problems	the owner| came over| to check on our problems							
The owner offered a token 20% discount on our bill	the owner| offered| a token 20% discount on our bill							
The owner was very dismissive	the owner| was| very dismissive							
The owner offer a token 20% discount on our bill	the owner| offer| a token 20% discount on our bill							
The owner sat next to us	the owner| sat| next to us							
The owner came over	the owner| came over							
We had a problem	we| had| a problem							
The owner was dismissive	the owner| was| dismissive							
The owner offered a discount	the owner| offered| a discount							
He was rude	he| was| rude							
It was preposterous	it| was| preposterous							
The rudeness was preposterous	the rudeness| was| preposterous							
The servers were very rude	the servers| were| very rude							
Many other reviewers noticed it	many other reviewers| noticed| it							
Your order is often slow to arrive	your order| is| often slow to arrive							
This is particularly true in the evening	this| is| particularly true in the evening							
It is not a problem during lunch time	it| is not| a problem during lunch time							
The order is slow to arrive	the order| is| slow to arrive							
Order is slow to arrive in evening	order| is| slow to arrive in evening							
The manager came to the tabled	the manager| came| to the tabled							
The manager asked what we wanted	the manager| asked| what we wanted							
We paid	we| paid							
We walked out	we| walked out							
The manager came to the table	the manager| came| to the table							
The manager said we can do what we want	the manager| said| we can do what we want	we| can do| what we want						
We paid for what we enjoyed	we| paid| for what we enjoyed							
We paid for the drinks	we| paid| for the drinks							
We paid for the appetizers	we| paid| for the appetizers							
The manager continually interrupted	the manager| continually interrupted							
The manager continually interrupted with	the manager| continually interrupted with							
Manager comp two glasses of wine	manager| comp| two glasses of wine							
Comp seems like a big concession	comp| seems| like a big concession							
The manager said he would comp the 2 glasses of wine	the manager| said| he would comp the 2 glasses of wine	he| would comp| the 2 glasses of wine						
The manager said he would comp the two glass of wine	the manager| said| he would comp the two glass of wine	he| would comp| the two glasses of wine						
The two glasses of wine cost less than the food	the two glasses of wine| cost| less than the food							
The manager made it seem like a big concession	the manager| made it seem| like a big concession							
As part of small party	[subject missing]| is| as part of small party							
Our food was dropped	our food| was dropped							
We were a small party of four	we| were| a small party of four							
So our food was dropped off without comment	our food| was dropped off| without comment| so							
The food was dropped	the food| was dropped							
The manager was rude	the manager| was| rude							
The manager handled the situation extremely poorly	the manager| handled| the situation extremely poorly							
 The manager did a bad job	the manager| did| a bad job							
 The manager was terrible	the manager| was| terrible							
The manager was disrepectful	the manager| was| disrepectful							
 The manager was awful	the manager| was| awful							
As to my comment about the food, no apology was made	no apology| was made| as to my comment about the food							
As to my comment about the food, no acknowledgment was made	no acknowledgment| was made| as to my comment about the food							
I made a comment about the food	I| made| a comment about the food							
There was no apology made	there| was| no apology made							
There was no acknowledgment made	there| was| no acknowledgment made							
A comment about the food was made	a comment about the food| was made							
The did not apologize about the food	the| did not apologize| about the food							
They did not acknowledge my comment	they| did not acknowledge| my comment							
The nicest waiters	the waiters| are| nicest							
The nicest waiters in town	the waiters| are| nicest in town							
The waiters are the nicest in town	the waiters| are| the nicest in town							
The only beverage we received was water	the only beverage we received| was| water							
The water was in glasses	the water| was| in glasses							
The glasses were dirty	the glasses| were| dirty							
The only beverage we did receive was water in dirty glasses!	the only beverage we did receive| was| water in dirty glasses							
water was the only beverage we got	water| was| the only beverage we got							
glasses were dirty	glasses| were| dirty							
Usha is the nicest bartender in manhattan	Usha| is| the nicest bartender in manhattan							
Ask for Usha	[subject missing]| ask| for Usha							
We were a little taken aback	we| were| a little taken aback							
Although the restaurant looked fairly empty	the restaurant| looked| fairly empty| although							
They hastily put the table together	they| hastily put| the table together							
They quickly put a table together for us	they| quickly put| a table together| for us							
At first we were a little taken aback	we| were| a little taken aback| at first							
This seemed to present a problem	this| seemed| to present a problem							
The restaurant looked fairly empty	the restaurant| looked| fairly empty							
The only problem is that the manager is a complete incompetent	the only problem| is| that the manager is a complete incompetent	the manager| is| a complete incompetent						
The Manager is completely incompetent	the Manager| is| completely incompetent							
The only problem is the manager	the only problem| is| the manager							
The manager is a complete incompetent	the manager| is| a complete incompetent							
The waitress came over	the waitress| came over							
The waitress asked us if everything was okay	the waitress| asked| us| if everything was okay	everything| was| okay						
I was literally shocked	I| was| literally shocked							
I was speechless	I| was| speechless							
I didn't say anything	I| didn't say| anything							
The waitress walked away	the waitress| walked away							
Waitress come and ask if everything is okay	waitress| come	waitress| ask| if everything is okay	everything| is| okay					
I was speechless and shocked whilst she walked away	I| was speechless| whilst she walked away	I| was| shocked| whilst she walked away	she| walked away					
the waitress asked if everything was okay	the waitress| asked| if everything was okay	everything| was| okay						
I was shocked	I| was| shocked							
Bad staff	staff| is| bad							
Staff is bad	staff| is| bad							
Staff was bad	staff| was| bad							
Both times I was extremely disappointed by the service	I| was| extremely disappointed by the service| both times							
The service was boarderline rude	the service| was| boarderline rude							
It was borderline rude	it| was| borderline rude							
I was disappointed	I| was| disappointed							
The service was rude	the service| was| rude							
The problem is the wait	the problem| is| the wait							
We have a drink while waiting	we| have| a drink while waiting							
The only problem is the wait	the only problem| is| the wait							
We just have a drink in the front while waiting	we| just have| a drink in the front while waiting							
The waiting is the only problem	the waiting| is| the only problem							
She is friendly	she| is| friendly							
It is annoying	it| is| annoying							
She is very friendly	she| is| very friendly							
This is annoying	this| is| annoying							
She is very friendly with certain people	she| is| very friendly with certain people							
This is more annoying	this| is| more annoying							
My friend left out that the bartender disappeared	my friend| left out| that the bartender disappeared	the bartender| disappeared						
We sat down	we| sat down							
We sat down at the bar	we| sat down| at the bar							
But the bartender disappeared	the bartender| disappeared| but							
My friend left one thing out	my friend| left| one thing out							
The bartender disappeared	the bartender| disappeared							
That is highly forgivable	that| is| highly forgivable							
But that is highly forgivable	that| is| highly forgivable| but							
The waiters don't wipe your chin	the waiters| don't wipe| your chin							
You leave	you| leave							
The only thing the waiters don't do for you is wipe your chin when you leave	the only thing the waiters don't do for you| is| wipe your chin when you leave	the waiters| don't do| for you	[subject missing]| wipe| your chin when you leave	you| leave				
The waiters don't wipe your chin when you leave	the waiters| don't wipe| your chin when you leave	you| leave						
The servers were extremely attentive	the servers| were| extremely attentive							
The servers were very friendly	the servers| were| very friendly							
The servers were friendly	the servers| were| friendly							
The owner is belligerent to guests that have a complaint	the owner| is belligerent| to guests that have a complaint	guests| have| a complaint						
The owner is belligerent	the owner| is| belligerent							
Guests have complaints	guests| have| complaints							
The owner truly caters to all your needs	the owner| truly caters| to all your needs							
The owner caters to your needs	the owner| caters| to your needs							
The owner caters to all your needs	the owner| caters| to all your needs							
The service is horrid	the service| is| horrid							
But the service is HORRID!	the service| is| HORRID| but							
The service is horrid!	the service| is| horrid							
The owners are great fun	the owners| are| great fun							
The beer selection is worth staying for	the beer selection| is| worth staying for							
The owners are fun	the owners| are| fun							
but the service was a bit slow	the service| was| a bit slow| but							
The service was a bit slow	the service| was| a bit slow							
Slow service	service| is| slow							
 Not fast service	service| is not| fast							
 Slow help	help| is| slow							
The staff was horrible	the staff| was| horrible							
Staff were horrible to us	staff| were| horrible to us							
The staff was horrible to us	the staff| was| horrible to us							
The people that work there are always friendly	the people that work there| are| always friendly	people| work| there						
The people that work there make you forget you are in New York sometimes	the people that work there| make| you forget you are in New York| sometimes	people| work| there	you| forget| you are in New York	you| are| in New York				
The people are friendly	the people| are| friendly							
The people that work there are always so friendly	the people that work there| are| so friendly| always	people| work| there	people| are| so friendly| always					
You forget you are in New York sometimes	you| forget| you are in New York| sometimes	you| are| in New York						
The place is small	the place| is| small							
Very intimate but is a little crowded	[subject missing]| is| very intimate| but is a little crowded	[subject missing]| is| a little crowded						
Service is excellent	service| is| excellent							
Great to take friends out	[subject missing]| is| great to take friends out							
Great for romantic date or special occasion	[subject missing]| is| great for romantic date	[subject missing]| is| great for special occasion						
The place is intimate	the place| is| intimate							
You may feel crowded	you| may feel| crowded							
the service is excellent	the service| is| excellent							
It is great for friends	it| is| great for friends							
It is great for a date	it| is| great for a date							
It is great for a special occasion	it| is| great for a special occasion							
you may feel a little crowded	you| may feel| a little crowded							
it's great for friends out	it| 's| great for friends out							
it's great for a romantic date	it| 's| great for a romantic date							
it's great for a special occasion	it| 's| great for a special occasion							
But they do	they| do| but							
But who says Murray's is anything about service	who| says| Murray's is anything about service| but	Murray's| is| anything about service						
Murray's is anything about service	Murray's| is| anything about service							
The place is cool	the place| is| cool							
The service is prompt	the service| is| prompt							
The service is curtious	the service| is| curtious							
The place is so cool	the place| is| so cool							
The service is courteous	the service| is| courteous							
The service is prompt and curtious	the service| is| prompt	the service| is| curtious						
The place had a complete lack of service	the place| had| a complete lack of service							
I had a real problem with this place	I| had| a real problem with this place							
The problem with this place was lack of service	the problem with this place| was| lack of service							
It was the lack of service	it| was| the lack of service							
We finished out dinner	we| finished| out dinner							
We had not received one beverage	we| had not received| one beverage							
We had not received one hooka	we| had not received| one hooka							
By the time we finished our dinner we still had not received one beverage!	we| still had not received| one beverage| by the time we finished our dinner	we| finished| our dinner						
By the time we finished our dinner we still had not received hooka!	we| still had not received| hooka| by the time we finished our dinner	we| finished| our dinner						
We finished our dinner	we| finished| our dinner							
We still had not received one beverage	we| still had not received| one beverage							
We still had not received hooka	we| still had not received| hooka							
The server was really cool	the server| was| really cool							
The server served us our food with a smile	the server| served| us| our food with a smile							
The server served us our drinks with a smile	the server| served| us| our drinks with a smile							
Sever was really cool	sever| was| really cool							
The server was cool	the server| was| cool							
The server served us our food	the server| served| us| our food							
There server served us with a smile	there server| served| us| with a smile							
The server served us our drinks	the server| served| us| our drinks							
It can be busy on Fridays for a table	it| can be busy| on Fridays| for a table							
The service is efficient	the service| is| efficient							
You can be in and out of there quickly	you| can be| in and out of there quickly							
Can get busy on Fridays for a table but once seated	[subject missing]| can get busy| on Fridays| for a table| but once seated							
The service is so efficient you can be in and out of there quickly	the service| is| so efficient you can be in and out of there quickly	you| can be| in and out of there quickly						
It can get busy on Fridays	it| can get busy| on Fridays							
It can get busy for a table	it| can get busy| for a table							
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty for deigning to attract their attention	the servers at Flatbush Farm| appear| to have perfected that ghastly technique of making you feel guilty for deigning to attract their attention	the servers at Flatbush Farm| have perfected| that ghasly technique of making you feel guilty for deigning to attract their attention						
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel ashamed for deigning to attract their attention	the servers at Flatbush Farm| appear| to have perfected that ghastly technique of making you feel ashamed for deigning to attract their attention	the servers at Flatbush Farm| have perfected| that ghastly technique of making you feel ashamed for deigning to attract their attention						
At Flatbush Farm the servers make you feel guilty	the servers| make| you feel guilty| at Flatbush Farm							
The servers make you feel ashamed	the servers| make| you feel ashamed							
The servers do not like you to attract their attention	the servers| do not like| you to attract their attention							
We were comfortable	we| were| comfortable							
It was closing time	it| was| closing time							
We were the last patrons there	we| were| the last patrons there							
We were there till after closing time	we| were| there till after closing time							
The waitstaff did not rust us	the waitstaff| did not| rust us							
The waitstaff made us feel comfortable	the waitstaff| made| us feel comfortable							
The waitstaff made us feel relaxed	the waitstaff| made| us feel relaxed							
The staff did not rush us	the staff| did not rush| us							
The staff made us feel comfortable	the staff| made| us feel comfortable							
The staff made us feel relaxed	the staff| made| us feel relaxed							
The servers are behind the counter	the servers| are| behind the counter							
The servers are always friendly	the servers| are| always friendly							
The servers are always helpful	the servers| are| always helpful							
The servers are friendly	the servers| are| friendly							
The servers are helpful	the servers| are| helpful							
I expect better service	I| expect| better service							
The cost is $60 per head	the cost| is| $60 per head							
Considering you will spend at least $60 a head, I expect better service	I| expect| better service| considering you will spend at least $60 a head	you| will spend| at least $60 a head						
You will spend at least $60 a head	you| will spend| at least $60 a head							
The service is amazing	the service| is| amazing							
All the waiters I've had were nice	all the waiters I've had| were| nice							
It's rare to have nice waiters in NYC	it| 's| rare to have nice waiters in NYC							
All the waiters are nice	all the waiters| are| nice							
It was a cute place	it| was| a cute place							
The wait staff were nice	the wait staff| were| nice							
However, would never go there again	[subject missing]| would| never go there again| however							
Cute, place, nice wait staff	place| is| cute	wait staff| is| nice						
It is cute place	it| is| cute place							
They have nice wait staff	they| have| nice wait staff							
We would never go there again	we| would never go| there| again							
Delivery can be spot on	delivery| can be| spot on							
Delivery can be lacking	delivery| can be| lacking							
Delivery can depend on the weather	delivery| can depend| on the weather							
Delivery can depend on the day of the week	delivery| can depend| on the day of the week							
Delivery depends on weather and day of the week	delivery| depends| on weather	delivery| depends| on day of the week						
Delivery can be lacking depending on the weather	delivery| can be lacking| depending on the weather							
Delivery can be lacking depending on the day of the week	delivery| can be lacking| depending on the day of the week							
The service is awful	the service| is| awful							
Delivery guys sometimes get upset	delivery guys| get upset| sometimes							
If you don't tip more than 10%	you| don't tip| more than 10%| if							
The delivery guy sometimes gets upset	the delivery guy| gets upset| sometimes							
He sometimes gets upset if you don't tip more than 10%	he| gets upset| if you don't tip more than 10%| sometimes	you| don't tip| more than 10%						
Delivery guy sometimes get upset if you don't tip more than 10%	delivery guy| get upset| if you don't tip more than 10%| sometimes	you| don't tip| more than 10%						
The decor is great	the decor| is| great							
The food is delicious	the food| is| delicious							
The food comes in large portions	the food| comes| in large portions							
The food is delicious and comes in large portions	the food| is| delicious	the food| comes| in large portions						
Delivery is fast	delivery| is| fast							
Fast delivery	delivery| is| fast							
Is fast too	[subject missing]| is| fast| too							
Delivery too is fast	delivery| is| fast| too							
Delivery is fast, too	delivery| is| fast| too							
the service is fantastic	the service| is| fantastic							
the place is fun	the place| is| fun							
This is a fun place	this| is| a fun place							
The service is slow	the service| is| slow							
They don't toast	they| don't toast							
Service is slow	service| is| slow							
The ambience is good for a date	the ambience| is| good for a date							
The ambience is good for a group outing	the ambience| is| good for a group outing							
The ambiance is good for a date or group outing	the ambiance| is| good for a date	the ambiance| is| good for a group outing						
The ambience is good for group outing	the ambience| is| good for group outing							
The service is good for a date	the service| is| good for a date							
The service is good for group outing	the service| is| good for group outing							
The restaurant is clean	the restaurant| is| clean							
The front of house staff has been so hideous	the front of house staff| has been| so hideous							
The waiters are fantastic	the waiters| are| fantastic							
Would not return if it wasn't for their exceptional fish dishes	[subject missing]| would not return| if it wasn't for their exceptional fish dishes	it| wasn't for| their exceptional fish dishes						
The front of house greeters and seaters are hideous	the front of house greeters| are| hideous	the seaters| are| hideous						
The fish dishes are exceptional	the fish dishes| are| exceptional							
The fish dishes make me want to return	the fish dishes| make| me want to return							
The front of house staff has been hideous	the front of house staff| has been| hideous							
The front of house staff greet and seat you	the front of house staff| greet| you	the front of house staff| seat| you						
The fish dishes were exceptional	the fish dishes| were| exceptional							
I return only for the exceptional fish dishes	I| return| for the exceptional fish dishes| only							
The service is ok	the service| is| ok							
Some people didn't get what they asked for	some people| didn't get| what they asked for							
Some of the people didn't get what they asked for	some of the people| didn't get| what they asked for							
They over charged me	they| over charged| me							
This happened the last time I was there	this| happened| the last time I was there							
They overcharged me	they| overcharged| me							
I was there	I| was| there							
They overcharged me the last time	they| overcharged| me| the last time							
The service is really attentive	the service| is| really attentive							
The service is really charming	the service| is| really charming							
The service is charming	the service| is| charming							
We are waiting for a couple items	we| are waiting| for a couple items							
The order was incorrect	the order| was| incorrect							
We were still waiting for a couple items	we| were still waiting| for a couple items							
The order was not correct	the order| was| not correct							
The service leaves much to be desired	the service| leaves| much to be desired							
It feels like you are rushed to place your order	it| feels| like you are rushed to place your order	you| are rushed| to place your order						
They ignore you for the rest of the night	they| ignore| you| for the rest of the night							
The service is lacking	the service| is lacking							
It makes you feel rushed	it| makes| you feel rushed							
You are being totally ignored	you| are being| totally ignored							
You feel like you are being rushed to place your order	you| feel| like you are being rushed to place your order	you| are being rushed| to place your order						
You feel like you are being ignored for the rest of the night	you| feel| like you are being ignored for the rest of the night	you| are being ignored| for the rest of the night						
The service ranges from mediocre to offensive	the service| ranges| from mediocre to offensive							
The servcie ranges from mediocre	the servcie| ranges| from mediocre							
The service ranges to offensive	the service| ranges| to offensive							
The services are mediocre	the services| are| mediocre							
The services are expensive	the services| are| expensive							
The service varys from day to day	the service| varys| from day to day							
Sometimes service is very nice	service| is| very nice| sometimes							
Sometimes service is not very nice	service| is not| very nice| sometimes							
The service sometimes is very nice	the service| is| very nice| sometimes							
The service sometime is not very nice	the service| is not| very nice| sometimes							
The service is nice	the service| is| nice							
The service is not nice	the service| is not| nice							
The service varies	the service| varies							
It was the worst service we had ever received	it| was| the worst service we had ever received							
 Everyone agreed it was the worst service	everyone| agreed| it was the worst service	it| was| the worst service						
Everyone that sat in the back outside agreed	everyone that sat in the back outside| agreed	[subject missing]| sat| in the back outside						
Everyone sat in back outside	everyone| sat| in back outside							
Everyone agreed that service was poor ever they get	everyone| agreed| that service was poor ever they get	service| was| poor ever they get						
The service was attentive	the service| was| attentive							
The service was discreet	the service| was| discreet							
Servers were attentive	servers| were| attentive							
everyone was cheerfully cooperative	everyone| was| cheerfully cooperative							
everyone was helpful	everyone| was| helpful							
Everyone was cooperative	everyone| was| cooperative							
Everyone was more then happy with his choices	everyone| was| more then happy with his choices							
All we pleased with his choices	all| we pleased| with his choices							
 His choices we good	his choices| we| good							
 All we happy with the selections	all| we| happy with the selections							
Everyone was smiling so that made me feel welcome	everyone| was smiling| so that made me feel welcome	everyone| made| me feel welcome						
Everyone was smiling	everyone| was| smiling							
That made me feel welcome	that| made| me feel welcome							
The service was friendly	the service| was| friendly							
The service was friendly and attentive	the service| was| friendly	the service| was| attentive						
The service was excellent and attentive	the service| was| excellent	the service| was| attentive						
My wife stood facing the staff	my wife| stood| facing the staff							
My wife asked the staff a question	my wife| asked| the staff| a question							
My wife stood	my wife| stood							
My wife asked	my wife| asked							
My wife stood face to face in front of one of the staff	my wife| stood| face to face in front of one of the staff							
She asked	she| asked							
The food was delicious	the food| was| delicious							
The coffee was good even by Starbucks standards	the coffee| was| good even by Starbucks standards							
The food was outstanding	the food| was| outstanding							
The coffee was good	the coffee| was| good							
The coffee would meet Starbucks' standards	the coffee| would meet| Starbucks' standards							
The food came fast	the food| came| fast							
The food came together	the food| came| together							
I liked it	I| liked| it							
The came all together	the| came| all together							
I like that	I| like| that							
I hate the pretentiousness of things coming one after the other	I| hate| the pretentiousness of things coming one after the other							
I like that the food came fast	I| like| that the food came fast	the food| came| fast						
I like that the food came all together	I| like| that the food came all together	the food| came| all together						
I hate things coming in one after the other	I| hate| things coming in one after the other							
For each course we waited over 1/2 hour to 45 minutes	we| waited| over 1/2 hour to 45 minutes| for each course							
We were never offered a drink	we| were never offered| a drink							
They were never offered a drink	they| were never offered| a drink							
We waited over 1/2 hour to 45 minutes	we| waited| over 1/2 hour to 45 minutes							
Plates were just dumped on the table	plates| were just dumped| on the table							
I was handed the wine list upside down	I| was handed| the wine list upside down							
Plates were dumped on the table	plates| were dumped| on the table							
 I was handed the wine list upside-down	I| was handed| the wine list upside-down							
They delivered us someone else's order	they| delivered| us| someone else's order							
They delivered someone else's order	they| delivered| someone else's order							
The service was exceptional	the service| was| exceptional							
There was a feeling that we were served by the army of friendly waiters	there| was| a feeling that we were served by the army of friendly waiters	we| were served| by the army of friendly waiters						
There was a feeling that we were served by an army of waiters	there| was| a feeling that we were served by an army of waiters	we| were served| by an army of waiters						
The waiters were friendly	the waiters| were| friendly							
We felt that we were served by the army of friendly waiters	we| felt| that we were served by the army of friendly waiters	we| were served| by the army of friendly waiters						
Friendly staff that actually lets you enjoy your meal	friendly staff| lets| you enjoy your meal| actually	staff| is| friendly	you| enjoy| your meal					
Friendly staff that actually lets you enjoy the company you're with	friendly staff| lets| you enjoy the company you're with| actually	staff| is| friendly	you| enjoy| the company you're with					
The staff were friendly	the staff| were| friendly							
They let you enjoy your meal	they| let| you enjoy your meal							
They let you enjoy the company you're with	they| let| you enjoy the company you're with							
The staff is friendly	the staff| is| friendly							
The staff lets you enjoy your meal	the staff| lets| you enjoy your meal							
The staff lets you enjoy your company	the staff| lets| you enjoy your company							
The service was extremely fast	the service| was| extremely fast							
There is a service button on the table	there| is| a service button on the table							
I barely understood a word when the waiter took our order	I| barely understood| a word when the waiter took our order	the waiter| took| our order						
The service was fast and attentive	the service| was| fast	the service| was| attentive						
There is a service button at the table	there| is| a service button at the table							
I couldn't understand the waiter	I| couldn't understand| the waiter							
The service was fast	the service| was| fast							
The service at Volare is 1st class	the service at Volare| is| 1st class							
The food at Volare is terrific	the food at Volare| is| terrific							
Volare has 1st class service	Volare| has| 1st class service							
Volare has terrific food	Volare| has| terrific food							
Go to Volare for 1st class service	[subject missing]| go| to Volare| for 1st class service							
Go to Volare for terrific food	[subject missing]| go| to Volare| for terrific food							
The food was very tasty	the food| was| very tasty							
They had the best hot sauce to add to your meals	they| had| the best hot sauce to add to your meals							
The service was fast and friendly	the service| was| fast	the service| was| friendly						
The food was tasty and the service was fast and friendly	the food| was| tasty	the service| was| fast	the service| was| friendly					
They had the best hot sauce	they| had| the best hot sauce							
Their service is fast	their service| is| fast							
Good service	service| is| good							
Fast service	service| is| fast							
The service is great	the service| is| great							
The seating is fast	the seating| is| fast							
The delivery is fast	the delivery| is| fast							
The sushi is excellent	the sushi| is| excellent							
Great friendly service	service| is| great	service| is| friendly						
We were seated fast	we| were seated| fast							
Sushi was delivered fast	sushi| was delivered| fast							
Sushi was excellent	sushi| was| excellent							
The seating was fast	the seating| was| fast							
The delivery was fast	the delivery| was| fast							
The sushi was excellent	the sushi| was| excellent							
The atmosphere was casual	the atmosphere| was| casual							
The service was impeccable	the service| was| impeccable							
The service was unobtrusive	the service| was| unobtrusive							
The staff knows what they are there to do	the staff| knows| what they are there to do							
They present your meal	they| present| your meal							
They attend to your needs	they| attend| to your needs							
They know their menu	they| know| their menu							
The staff knows their menu	the staff| knows| their menu							
The staff presents your meal	the staff| presents| your meal							
They staff attends to your needs	they staff| attends| to your needs							
The staff attends to your needs	the staff| attends| to your needs							
The service was quick	the service| was| quick							
 The service was friendly	the service| was| friendly							
The waiter's recommendations were amazing!	the waiter's recommendations| were| amazing							
The service was spectacular	the service| was| spectacular							
The waiter knew everything about the menu	the waiter| knew| everything about the menu							
The waiter knew everything about menu	the waiter| knew| everything about menu							
Recommendations given by waiter were amazing	recommendations| given| by waiter| were amazing							
the bag is very expensive	the bag| is| very expensive							
the bag is luxurious	the bag| is| luxurious							
Great staff	staff| is| great							
We had to wait for everything	we| had| to wait for everything							
We had to ask several of different people for the same thing before we were allowed to be served	we| had| to ask several of different people for the same thing| before we were allowed to be served	we| were allowed| to be served						
We had to ask for different people for the same thing	we| had| to ask for different people for the same thing							
Several of different people asked for the same thing	several of different people| asked| for the same thing							
We were allowed to be served	we| were allowed| to be served							
The service was the only thing good	the service| was| the only thing good							
The only thing good about the restaurant	the only thing good about the restaurant| is							
The restaurant's service was good	the restaurant's service| was| good							
The service was the only thing good about this restaurant	the service| was| the only thing good about this restaurant							
The sommelier is fantastic	the sommelier| is| fantastic							
The sommelier is down-to-earth	the sommelier| is| down-to-earth							
The sommelier is extremely knowledgable	the sommelier| is| extremely knowledgable							
The sommelier is knowledgeable	the sommelier| is| knowledgeable							
The sommelier is down to earth	the sommelier| is| down to earth							
The sommelier is extremely knowlegable	the sommelier| is| extremely knowlegable							
The staffs are friendly	the staffs| are| friendly							
The decoration was ethic	the decoration| was| ethic							
The decoration was colorful	the decoration| was| colorful							
The staff are friendly	the staff| are| friendly							
The decor was ethic	the decor| was| ethic							
The decor was colorful	the decor| was| colorful							
Waited for twenty minutes	[subject missing]| waited| for twenty minutes							
Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says,	[subject missing]| guess| what| I waited for TWENTY minutes before she came over and when she finally did| she says|	I| waited| for TWENTY minutes before she came over and when she finally did| she says|	she| came over	she| did| finally	she| says|			
I waited for TWENTY minutes before she came over	I| waited| for TWENTY minutes before she came over	she| came over						
When she finally came over, she says,	she| came over| finally| she says| when							
The staff has been nice	the staff| has been| nice							
The staff seem stressed	the staff| seem| stressed							
The unisex bathroom needs to be cleaned	the unisex bathroom| needs to be cleaned							
The staff was nice	the staff| was| nice							
Staff had to clean more often	staff| had| to clean more often							
Unisex bathrooms require more attention	unisex bathrooms| require| more attention							
The staff seems stressed	the staff| seems| stressed							
Bathroom needs to be cleaned often	bathroom| needs to be cleaned| often							
It had no flavor	it| had| no flavor							
The staff is rude	the staff| is| rude							
The staff is not attentive	the staff| is| not attentive							
Had no flavor	[subject missing]| had| no flavor							
Staff is rude	staff| is| rude							
Staff is not attentive	staff| is not| attentive							
The food had no flavor	the food| had| no flavor							
Never had a problem with service	[subject missing]| had| a problem with service| never							
Once there was rice missing	there| was| rice missing| once							
Have never had a problem with service save a missing rice once	[subject missing]| have never had| a problem with service save a missing rice once	[subject missing]| save| a missing rice once						
they have good service	they| have| good service							
He offers subpar service	he| offers| subpar service							
He has no personality	he| has| no personality							
He offers excellent service	he| offers| excellent service							
The staff is incredibly helpful	the staff| is| incredibly helpful							
The staff is attentive	the staff| is| attentive							
The staff is incredibly attentive	the staff| is| incredibly attentive							
Service was helpful	service| was| helpful							
Average price per dish was $10	average price per dish| was| $10							
Helpful service	service| is| helpful							
Average prices	prices| are| average							
Price per dish is $10	price per dish| is| $10							
The staff is no nonsense	the staff| is| no nonsense							
The staff is sensible of	the staff| is| sensible of							
The staff is not non-sense	the staff| is not| non-sense							
His response was smug	his response| was| smug							
His response was arrogant	his response| was| arrogant							
His response was condescending	his response| was| condescending							
His deportment was on display all evening	his deportment| was| on display| all evening							
His response was consistent with his deportment all evening	his response| was consistent| with his deportment| all evening							
His response was totally consistent with his deportment	his response| was totally consistent| with his deportment							
The staff is pretty friendly	the staff| is| pretty friendly							
The service leaves a bad taste in my mouth	the service| leaves| a bad taste in my mouth							
The service leaves a bad taste	the service| leaves| a bad taste							
The taste in my mouth is bad	the taste in my mouth| is| bad							
The value is severely lacking	the value| is| severely lacking							
The service is severely lacking	the service| is| severely lacking							
The value was severely lacking	the value| was| severely lacking							
The service was severely lacking	the service| was| severely lacking							
The service is also severely lacking	the service| is| also severely lacking							
The staff is very good	the staff| is| very good							
The staffs are very good	the staffs| are| very good							
They do not notify you by phone	they| do not notify| you| by phone							
They do not call you when finished	they| do not call| you| when finished							
They do take you cellphone numbers	they| do take| you cellphone numbers							
So you can go hang out somewhere else	you| can go hang out| somewhere else| so							
Then they will call you on your cellphone	they| will call| you| on your cellphone| then							
They take your cellphone numbers	they| take| your cellphone numbers							
They will call you up on your cellphone	they| will call| you up| on your cellphone							
You can hangout somewhere else	you| can hangout| somewhere else							
Hurley's is like Cheers	Hurley's| is| like Cheers							
Everyone knows your name	everyone| knows| your name							
They are glad you came	they| are| glad you came							
Hurley's is where everyone knows your name	Hurley's| is| where everyone knows your name	everyone| knows| your name						
Hurley's is where they are actually glad you came	Hurley's| is| where they are actually glad you came	they| are| actually glad you came						
They are ACTUALLY glad you came	they| are| ACTUALLY glad you came							
I am relatively new to the area	I| am| relatively new to the area							
I tried Pick a bgel on 2nd	I| tried| Pick a bgel on 2nd							
I was disappointed with the service	I| was| disappointed with the service							
I thought the food was overrated	I| thought| the food was overrated	the food| was| overrated						
I thought the food was on the pricey side	I| thought| the food was on the pricey side	the food| was| on the pricey side						
I tried Pick a Bagel	I| tried| Pick a Bagel							
Pick a Bagel is on 2nd	Pick a Bagel| is| on 2nd							
I am new to the area	I| am| new to the area							
The food was overrated	the food| was| overrated							
The staff offers impeccable service	the staff| offers| impeccable service							
The staff offers service	the staff| offers| service							
The service is impeccable	the service| is| impeccable							
I appreciate their delivery too	I| appreciate| their delivery| too							
I appreciate their delivery	I| appreciate| their delivery							
The staff there is very attentive	the staff there| is| very attentive							
The staff there is down to earth	the staff there| is| down to earth							
The staff is very attentive	the staff| is| very attentive							
The staff is down to earth	the staff| is| down to earth							
I asked for a menu	I| asked| for a menu							
The waitress looked at me like I was insane	the waitress| looked| at me like I was insane	I| was| insane						
Waitress looked at my menu	waitress| looked| at my menu							
I was insane	I| was| insane							
Menu I asked for	I| asked| for menu							
I asked for a sandwich	I| asked| for a sandwich							
