Sentence									
The value is severely lacking									
The service is severely lacking									
The value was severely lacking									
The service was severely lacking									
The service is also severely lacking									
The staff is very good									
The staffs are very good									
They do not notify you by phone									
They do not call you when finished									
They do take you cellphone numbers									
So you can go hang out somewhere else									
Then they will call you on your cellphone									
They take your cellphone numbers									
They will call you up on your cellphone									
You can hangout somewhere else									
Hurley's is like Cheers									
Everyone knows your name									
They are glad you came									
Hurley's is where everyone knows your name									
Hurley's is where they are actually glad you came									
They are ACTUALLY glad you came									
I am relatively new to the area									
I tried Pick a bgel on 2nd									
I was disappointed with the service									
I thought the food was overrated									
I thought the food was on the pricey side									
I tried Pick a Bagel									
Pick a Bagel is on 2nd									
I am new to the area									
The food was overrated									
The staff offers impeccable service									
The staff offers service									
The service is impeccable									
I appreciate their delivery too									
I appreciate their delivery									
The staff there is very attentive									
The staff there is down to earth									
The staff is very attentive									
The staff is down to earth									
I asked for a menu									
The waitress looked at me like I was insane									
Waitress looked at my menu									
I was insane									
Menu I asked for									
I asked for a sandwich									
The manager told me to take my business elsewhere									
I requested an open faced cheese sandwich									
The manager spoke to me									
The manager told me to take my business elsewhere!									
I asked for an open faced cheese sandwich									
The staff was accommodating									
The food was absolutely delicious									
The place is lovely									
The staff was really friendly									
I can't believe that it was									
 Please put the bag down before delivering food!									
I can't believe that it was, but please put the bag down before delivering food!									
I can't believe									
Put the bag down									
The staff was friendly									
Stafff like never seen in New York									
The staff was the friendliest									
The staff was the friendliest that have seen in New York									
I cannot imagine a friendlier staff									
The staff are in the restaurant									
The staff are working									
I cannot imagine a friendlier staff working in a restaurant									
The staff working was very friendly									
I complained to the manager									
He was not even apologetic									
The manager was not even apologetic									
the staff was courteous									
The staff was very nice									
The staff was Chinese									
The staff was obviously chinese									
The svc can be a bit rude at times									
The svc can be a bit rude at times, especially if you have a big group									
The svc can be a bit rude at times, but the overall restaurant is a must									
The restaurant is a must									
The SVC can be rude									
The SVC is especially rude if you have a big group									
The SVC restaurant is a must!									
The svc can be a bit rude at times, esp if you have big group									
the restaurant is a must!									
She reached over the plate									
My friend was in mid bite									
She cleared the table									
I couldn't ignore the fact that she reach over the plate of one of my friends, who was in mid bite, to clear the table									
She reached over my friends plate									
My friend was mid bite when she did this									
She was clearing the table									
The restaurant is expensive									
That was a huge turnoff (more than the price)									
I don't appreciate places or people that try to drive up the bill without the patron's knowledge									
The place drived up the bill									
The takeout is great									
They give high quality tupperware									
they give Tupperware									
the Tupperware is high quality									
I go out to eat									
I like my courses									
The servers are patient									
The servers never rush courses									
The servers never force another drink									
Servers are patient									
Servers don't rush courses									
Servers don't force another drink									
The three of us standing									
Should have been an indication									
I was standing there									
She was standing there									
There were 3 of us									
There were three of us standing									
We were standing in front of her									
That should have been an indication of how many of us there were									
I had a huge group for my birthday									
My group was huge for my birthday									
We were well taken care of									
We were taken care of well									
The wait here is long for dim sum									
This is a sleek (for Chinatown) alternative									
It is if you don't like sharing tables									
It is if the typical raucous dim sum atmosphere is not your gig									
The wait for dim sum is long									
If you don't like sharing tables dim sum is not your gig									
If you don't like the raucous atmosphere of dim sum it is not your gig									
This is a sleek alternative									
The wait is long for dim sum									
This is not for you if you don't like sharing tables									
This is not for you if you don't like typical raucous dim sum atmosphere									
This is in chinatown									
I had to ask her three times									
she finally came back with the dish Ive requested									
I asked her three times									
She came back with the dish									
I had to ask her three times before she finally came back									
I requested a dish									
She came back with my dish									
I have a bit of self-respect									
I have a policy									
It goes along with a little bit of self respect									
It includes not letting a waiter intimidate me									
I don't feel bad for asking for trivialities									
I don't feel bad for asking for water									
I don't feel bad for asking for the check									
I have a policy with a bit of self-respect									
I do not let the waiter intimidates me									
The wait staff is gorgeous									
The wait staif is not cuter than me									
The wait staff is pleasant									
The wait staff is fun									
The wait staff is for the most part gorgeous									
I have been coming here for years									
I have nothing but good things to say about the staff									
I have nothing but good things to say about the service									
I have nothing but good things to say about the great staff									
I have nothing but good things to say about the great staff at La Lanterna									
I have tried to make reservations									
Both times the hostess didn't have my name									
I have tried to make reservations twice									
The hostess didn't have my name									
I tried for reservations									
My name was not on hostess									
The wait staff is very courteous									
The wait staff is very accommodating									
The wait staff is very accomodating									
The wait staff is friendly									
Feels like you're eating in a European town									
The wait staff is very friendly									
The wait staff make it feel like you're eating in a friendly town									
The wait staff make it feel like you're eating in a little town									
The wait staff make it feel like you're eating in a European town									
you were too busy showing off your vintage tee shirt									
you were too busy looking bored									
i'm here to eat									
i'm here to enjoy the company of friends									
I know you were too busy									
You were showing off your vintage tee shirt									
You were looking bored									
I am seeking a pleasant experience									
My agenda is to eat									
My agenda is to enjoy the company of friends									
My agenda is seeking a pleasant experience									
My agenda is that I'm here to eat									
My agenda is that I'm here to enjoy the company of friends									
I'm seeking a pleasant experience									
The people are evil									
The people are incompetent									
I had the same expirience									
I like Cafe Noir									
People who work there are evil									
People who work there are incompetent									
The waiter delivered our food									
The waiter was holding a bag									
The waiter delivered our food while holding what appeared to be a plastic bag of garbage in one hand									
The waiter delivered out food									
The waiter was holding what appeared to be a plastic bag									
There was garbage in the plastic bag									
The waiter was holding the bag in one hand									
Received prompt service									
received service with a smile									
I received service with a smile									
I recieved prompt service									
The waiter was a bit unfriendly									
Restaurant gave the feeling of crowdiness									
The waiter was unfriendly									
The restaurant was crowded									
The restaurant felt crowded									
I showed it to the manager									
He smilingly apologized									
He brought us two free desserts									
He did not ask us what we wanted									
So he brought the last two desserts we would have asked for									
The manager smilingly apologized									
The manager brought us two free desserts									
The manager did not ask what we wanted									
The manager brought desserts we would not have asked for									
The manager apologized									
He did not ask what we wanted									
The desserts were the last ones we would have picked									
The waiter was attentive									
The view was great									
The views of the city were great									
Food was delicious									
Views of the city was great									
The waiters are very experienced									
The waiters are helpful									
The waiters pair drink choices to food tastes									
The waiters are very helpful									
They can pair your drink choice to your food tastes									
They can pair your food tastes to your drink choice									
The waiters are helpful with pairing your drink choice to your food tastes									
The waitress came to check in on us every few minutes									
The waitress began to clear our plates									
Half of us were still eating									
Its a big pet peeve									
It happens everywhere so I ignore it									
The waitress began to clear the plates									
I try to ignore it									
The waitress checked on us									
The waitress cleared plates									
We were still eating									
I waited									
I ordered a beer									
I was never served again									
I waited for 10-15 minutes for service									
Service took 10-15 minutes									
The waitress moved our table									
We asked to cancel our dinner									
We were told no									
She moved it practically into the bathroom									
We couldn't cancel our dinner orders									
Our table was moved practically into the bathroom									
We asked to cancel our dinner orders									
We did not want to eat sitting on the toilet									
The waitress was not attentive									
The waitress was not attentive at all									
The waitress was very patient									
The food is phenomenal									
The waitress was very patient with us									
I was almost amused									
She was turning away customers at 9pm on a Friday night									
She turned away customers									
A few weeks back I was here and we had the worst customer service experience ever at a restaurant									
I was here few weeks back at the restaurant									
I had the worst customer service experience									
I was here a few weeks back									
We had the worst customer service at restaurant									
The waitress seemed to be concerned with looking good									
The waitress did not seem concerned about actually waitressing									
The waitress was more concerned with looking good									
The waitress wasn't concerned with waitressing									
The waitress was concerned of looking good									
The waitress was not concerned of actually waitressing									
I was shocked that my friends wanted to stay after the waitress said,									
My friends wanted to stay after the waitress said									
There were waitstaffs									
They were nice									
the waitstaffs are nice though									
The waitstaff is nice									
I was there for brunch									
We were tag teamed by a waitress and a waiter									
We were tag teamed									
I was there for brunch recently									
I wasn't thrilled									
I have to wait on line for thirty minutes									
That's the price you pay for a popular place									
Wasn't thrilled to wait on line for thirty minutes									
Price you pay for a popular place									
I waited for thirty minuted									
The whole set up is unprofessional									
I wish Cafe Noir would get good staff									
Despite the current one, this is a great place									
The set up is unprofessional									
This is a great place									
The whole set up is truly unprofessional									
I wish Cafe Noir would get some good staff									
Despite the current one this is a great place									
Then, to top things off, she dropped used silverware on my boyfriend's jacket									
She did not stop to apologize									
She did not stop to clean the mess that was left on clothes									
She dropped used silverware on my boyfriend's jacket									
She did not clean the mess that was on clothes									
she dropped silverware									
the silverware was used									
she did not apologize									
she did not clean the mess									
I'd be horrified									
The staff were turning away customers									
I'd be horrified if my staff were turning away customers so early									
I'd be horrified if my staff were turning away customers so rudely									
There are many occasions when we have not gotten some side dishes that we have ordered									
There have been several occasions									
We have not gotten some side dishes									
We did not get the side dishes we ordered									
Ordering in can be negative									
Delivery workers aren't friendly									
There is a downside if you're ordering in									
The delivery guys have MAJOR attitude									
The delivery guys have attitude									
I'm a friendly person									
I would not mind had she not been so nasty									
I would not mind had she not gotten so personal									
I wouldn't mind if she hadn't been so nasty									
I wouldn't mind if she hadn't gotten so personal									
I wouldn't have minded if she hadn't gotten so nasty and personal 									
There is no excuse for the service									
The service was lousy									
The service is lousy									
There is no excuse									
There is no excuse for such lousy service!									
The cooks are friendly									
You can sit at the bar									
If you sit at the bar, the cooks are friendly also									
There is no way it justifies the accolades it receives									
There is no way it justifies the attitude of the staff									
There is no way it justifiesthe wait for a table									
There is no way it justifies the wait for a table	There is no way it justifies the wait for a table	there| is| no way| it justifies the wait for a table	it| justifies| the wait for a table						
There is no way it justifies the accolades	There is no way it justifies the accolades	there| is| no way| it justifies the accolades	it| justifies| the accolades						
The attitude of the staff	The attitude of the staff	the attitude of the staff| [is]							
I've never had bad service	I've never had bad service	I| 've never had| bad service							
The fish is fresh	The fish is fresh	the fish| is| fresh							
The fish is delicious	The fish is delicious	the fish| is| delicious							
I never had bad service	I never had bad service	I| never had| bad service							
I've waited for over one hour	I've waited for over one hour	I| 've waited| for over one hour							
I've waited for food	I've waited for food	I| 've waited| for food							
I've waited over on hour for food	I've waited over on hour for food	I| 've waited| over on hour| for food							
I've waited over one hour for food	I've waited over one hour for food	I| 've waited| over one hour| for food							
There was a small wait	There was a small wait	there| was| a small wait							
Shorter than I expected	Shorter than I expected	[subject missing]|[is]| shorter than I expected	I| expected						
It was shorter than I expected	It was shorter than I expected	it| was| shorter than I expected	I| expected						
The small wait was shorter than I expected	The small wait was shorter than I expected	the small wait| was| shorter than I expected	I| expected						
Go here on his off-night	Go here on his off-night	[subject missing]| go| here| on his off-night							
Do it on his off-night	Do it on his off-night	[subject missing]| do| it| on his off-night							
If you go here, do it on his off-night	If you go here, do it on his off-night	[you]| do| it| on his off-night| if you go there	you| go| here| If						
I can't describe another girl who is 5'6	I can't describe another girl who is 5'6	I| can't describe| another girl who is 5'6	another girl| who is| 5'6						
There's another girl	There's another girl	there| 's| another girl							
I can't describe her	I can't describe her	I| can't describe| her							
She is about 5'6	She is about 5'6	she| is| about 5'6							
the girl is 5'6	the girl is 5'6	the girl| is| 5'6							
Immediately after we paid, the waiter took the money	Immediately after we paid, the waiter took the money	the waiter| took| the money	we paid| immediately after						
Immediately after we paid, the waiter said, okay, you guys are outta here	Immediately after we paid, the waiter said, okay, you guys are outta here	the waiter| said| okay you guys are outta here	you guys| are| outta here	we paid| immediately after					
After we paid the waiter took the money	After we paid the waiter took the money	the waiter| took| the money	we| paid| after						
After we paid the waiter said, okay, you guys are outta here	After we paid the waiter said, okay, you guys are outta here	the waiter| said| okay you guys are outta here	you guys| are| outta here	we paid| after					
He said we were outta there	He said we were outta there	he| said| we were outta there	we| were| outta there						
In fact, it appears he is going to go postal at any moment	In fact, it appears he is going to go postal at any moment	he| is going to go postal| at any moment| in fact| it appears	it| appears						
It appears he is going for postal	It appears he is going for postal	he| is going| for postal| it appears	it| appears						
he is going postal	he is going postal	he| is going postal							
They all know you	They all know you	they all| know| you							
You are known to all of them	You are known to all of them	you| are| known| to all of them							
Every one of them knows you	Every one of them knows you	every one of them| knows| you							
All knew me	All knew me	all| knew| me							
 All know me	 All know me	all| know| me							
they knew me	they knew me	they| knew| me							
 You they knew	 You they knew	they| knew| you							
 Me they knew	 Me they knew	they| knew| me							
They aren't making $$ off of you	They aren't making $$ off of you	they| aren't making| $$| off of you							
Don't rate high on their 'service scale'	Don't rate high on their 'service scale'	[subject missing]| don't rate| high| on their 'service scale'							
If they aren't making money off of you then you don't rate high on their 'service scale'	If they aren't making money off of you then you don't rate high on their 'service scale'	you| don't rate| high| on their 'service scale'| if they aren't making money off of you	they| aren't making| money| off of you| if						
They aren't making $$	They aren't making $$	they| aren't making| $$							
You don't rate high on their scale	You don't rate high on their scale	you| don't rate| high| on their scale							
Schooner couldn't have cared less about being at their establishment	Schooner couldn't have cared less about being at their establishment	Schooner| couldn't have cared| less| about being at their establishment							
Later couldn't have cared less about our being at their establishment	Later couldn't have cared less about our being at their establishment	[subject missing]| couldn't have cared| less| about our being at their establishment| later							
In short, Schooner or Later couldn't have cared less about our being at their establishment	In short, Schooner or Later couldn't have cared less about our being at their establishment	[subject missing]| couldn't have cared| less| about our being at their establishment| in short| schooner or later 							
In short, sooner or later, couldn't have cared less about our being at their establishment	In short, sooner or later, couldn't have cared less about our being at their establishment	[subject missing]| couldn't have cared| less| about our being at their establishment| in short| sooner or later							
They are extremely rude	They are extremely rude	they| are| extremely rude							
They didn't apologize for the service	They didn't apologize for the service	they| didn't apologize| for the service							
The service was horrible	The service was horrible	the service| was| horrible							
They handed us a bill	They handed us a bill	they| handed| us| a bill							
The bill was over $500	The bill was over $500	the bill| was| over $500							
It was for drinks and pita bread	It was for drinks and pita bread	it| was| for drinks and pita bread							
they were very rude	they were very rude	they| were| very rude							
they didn't apologize for terrible service	they didn't apologize for terrible service	they| didn't apologize| for terrible service							
we were charged over $500 just for some drinks and pita bread	we were charged over $500 just for some drinks and pita bread	we| were charged| over $500| just for some drinks and pita bread							
They were not apologizing for the horrible service we got	They were not apologizing for the horrible service we got	they| were not apologizing| for the horrible service we got	we| got| the horrible service 						
We got a bill well over $500 for drinks and bread	We got a bill well over $500 for drinks and bread	we| got| a bill| well over $500| for drinks and bread							
it gets really busy	it gets really busy	it| gets| really busy							
Get there on the early side so you can grab a seat	Get there on the early side so you can grab a seat	[you]| get there| on the early side| so you can grab a seat	you| can grab| a seat						
If you do have to wait, its not bad	If you do have to wait, its not bad	it| 's not| bad| if you do have to wait	you| do have to wait| if 						
The service is quick!	The service is quick!	the service| is| quick							
Its gets really busy	Its gets really busy	its| gets| really busy							
Get there early to get seats	Get there early to get seats	[subject missing]| get there| early| to get seats	[subject missing]| get| seats						
Service is quick if you had to wait	Service is quick if you had to wait	service| is| quick	you| had to wait| if						
Arrive early because it's busy	Arrive early because it's busy	[subject missing]| arrive| early| because it's busy	it| 's| busy						
The service is quick	The service is quick	the service| is| quick							
They are not helpful	They are not helpful	they| are not| helpful							
They will give you the run around	They will give you the run around	they| will give| you| the run around							
You will regret choosing this place	You will regret choosing this place	you| will regret choosing| this place							
You will become hostile	You will become hostile	you| will become| hostile							
By the time the event date rolls around	By the time the event date rolls around	the event date| rolls around| by the time							
You will regret	You will regret	you| will regret							
They will give you the grand run around	They will give you the grand run around	they| will give| you| the grand run around							
They will become hostile	They will become hostile	they| will become| hostile							
They aren't talkative	They aren't talkative	they| aren't| talkative							
They are busy	They are busy	they| are| busy							
Being busy accounts for the lack of conversation	Being busy accounts for the lack of conversation	being busy| accounts| for the lack of conversation							
They aren't the most talkative	They aren't the most talkative	they| aren't| the most talkative							
They have been busy everytime	They have been busy everytime	they| have been| busy| everytime							
 They have been very busy everytime I've been there	 They have been very busy everytime I've been there	they| have been| very busy| everytime I've been there	I| 've been| there						
 There is a lack of conversation	 There is a lack of conversation	 There is a lack of conversation							
It was clear	It was clear	it| was| clear							
He didn't really care	He didn't really care	he| didn't care| really							
He didn't care	He didn't care	he| didn't care							
He did not care	He did not care	he| did not care							
It was clear that he didn't care	It was clear that he didn't care	he| didn't care	it| was clear						
It was clear he didn’t care	It was clear he didn’t care	he| didn't care	it| was clear						
I have asked a cart attendant	I have asked a cart attendant	I| have asked| a cart attendant							
I have asked for a lotus leaf wrapped rice	I have asked for a lotus leaf wrapped rice	I| have asked| for a lotus leaf wrapped rice							
She replied back rice	She replied back rice	she| replied| back| rice							
She just walked away	She just walked away	she| walked| away| just							
I've asked a cart attendant for a lotus leaf wrapped rice	I've asked a cart attendant for a lotus leaf wrapped rice	I| 've asked| a cart attendant| for a lotus leaf wrapped rice							
I've asked for a lotus leaf wrapped rice	I've asked for a lotus leaf wrapped rice	I| 've asked| for a lotus leaf wrapped rice							
The cart attendant replied rice	The cart attendant replied rice	the cart attendant| replied| rice							
The cart attendant walked away	The cart attendant walked away	the cart attendant| walked| away							
Kind wait staff	Kind wait staff	wait staff| [is]| kind							
Attentive wait staff	Attentive wait staff	wait staff| [is]| attentive							
The wait staff was kind	The wait staff was kind	the wait staff| was| kind							
The wait staff was attentive	The wait staff was attentive	the wait staff| was| attentive							
The wait staff is kind	The wait staff is kind	the wait staff| is| kind							
The wait staff is attentive	The wait staff is attentive	the wait staff| is| attentive							
They charge different prices each time	They charge different prices each time	they| charge| different prices| each time							
They charge different prices every time	They charge different prices every time	they| charge| different prices| every time							
They charge different prices	They charge different prices	they| charge| different prices							
Residents of Brooklyn are rude	Residents of Brooklyn are rude	residents of Brooklyn| are| rude							
Lexicographers take note	Lexicographers take note	lexicographers| take| note							
A new and fascinating definition of rudeness is alive	A new and fascinating definition of rudeness is alive	a new and fascinating definition of rudeness| is| alive							
Rudeness is flourishing right here in Brooklyn	Rudeness is flourishing right here in Brooklyn	rudeness| is flourishing| right here in Brooklyn							
The dictionary writers redefine rudeness	The dictionary writers redefine rudeness	the dictionary writers| redefine| rudeness							
 People in Brooklyn are rude	 People in Brooklyn are rude	people in Brooklyn| are| rude							
 Brooklyn residents are disrespectful	 Brooklyn residents are disrespectful	Brooklyn residents| are| disrespectful							
 People in Brooklyn are not nice	 People in Brooklyn are not nice	people in Brooklyn| are not| nice							
Management should take notice	Management should take notice	management| should take| notice							
Management should train their waitstaff	Management should train their waitstaff	management| should train| their waitstaff							
Management should teach waitstaff proper manners	Management should teach waitstaff proper manners	management| should teach| waitstaff| proper manners							
Management should teach them manners	Management should teach them manners	management| should teach| them| manners							
Management should take notice of their waitstaff	Management should take notice of their waitstaff	management| should take notice| of their waitstaff							
They should train their waitstaff	They should train their waitstaff	they| should train| their waitstaff							
The waitstaff should be taught some proper manners	The waitstaff should be taught some proper manners	the waitstaff| should be taught| some proper manners							
They forgot a sandwich	They forgot a sandwich	they| forgot| a sandwich							
They didn't include plastic forks	They didn't include plastic forks	they| didn't include| plastic forks							
They didn't include pita with the hummus platter	They didn't include pita with the hummus platter	they| didn't include| pita| with the hummus platter							
There was mediocre service	There was mediocre service	there| was| mediocre service							
There was mediocre quality	There was mediocre quality	there| was| mediocre quality							
Mediocre service	Mediocre service	service| [is]| mediocre							
Mediocre quality	Mediocre quality	quality| [is]| mediocre							
Mediocre Service/Quality	Mediocre Service/Quality	service/quality| [are]| mediocre							
They honored the reservation	They honored the reservation	they| honored| the reservation							
They honered the reservation on Sunday afternoon	They honered the reservation on Sunday afternoon	they| honered| the reservation| on Sunday afternoon							
They honor reservations on Sundays	They honor reservations on Sundays	they| honor| reservations| on Sundays							
Our reservation was honored on Sunday afternoon	Our reservation was honored on Sunday afternoon	our reservation| was honored| on Sunday afternoon							
The Sunday reservation was honored	The Sunday reservation was honored	the Sunday reservation| was| honored							
Mistakes happen	Mistakes happen	mistakes| happen							
They are accompanied by an apology	They are accompanied by an apology	they| are| accompanied| by an apology							
We received a grunt from the staff	We received a grunt from the staff	we| received| a grunt| from the staff							
Mistakes are usually accompanied by an apology	Mistakes are usually accompanied by an apology	mistakes| are| usually| accompanied| by an apology							
Mistakes are accompanied by perhaps a glass of wine	Mistakes are accompanied by perhaps a glass of wine	mistakes| are| accompanied| by a perhaps glass of wine							
Mistakes are not acompannied by the grunt we received from the Al Di La staff	Mistakes are not acompannied by the grunt we received from the Al Di La staff	mistakes| are not| acompannied| by the grunt we received from the Al Di La staff	we| received| the grunt| from the Al Di La staff						
We received a grunt from the Al Di La staff	We received a grunt from the Al Di La staff	we| received| the grunt| from the Al Di La staff							
Mistakes are not accompanied by the grunt that we received from the Al Di La staff	Mistakes are not accompanied by the grunt that we received from the Al Di La staff	mistakes| are not| accompanied| by the grunt that we received from the Al Di La staff	we| received| the grunt| from the Al Di La staff						
The servers are attentive	The servers are attentive	the servers| are| attentive							
The servers are attractive	The servers are attractive	the servers| are| attractive							
Most of the servers are attentive	Most of the servers are attentive	most of the servers| are| attentive							
Most of the servers are friendly	Most of the servers are friendly	most of the servers| are| friendly							
Most of the servers are attractive	Most of the servers are attractive	most of the servers| are| attractive							
The have never brought us the complimentary noodles	The have never brought us the complimentary noodles	the| have never brought| us| the complimentary noodles							
They ignored the requests for sugar which is requested repeatedly	They ignored the requests for sugar which is requested repeatedly	they| ignored| the requests for sugar| which is requested repeatedly	[sugar]| is requested repeatedly						
They threw our dishes on the table	They threw our dishes on the table	they| threw| our dishes| on the table							
They never brought us complimentary noodles	They never brought us complimentary noodles	they| never brought| us| complimentary noodles							
They ignored repeated requests for sugar	They ignored repeated requests for sugar	they| ignored| repeated requests for sugar							
They never brought us noodles	They never brought us noodles	they| never brought| us| noodles							
 Our request for sugar was ignored	 Our request for sugar was ignored	our request for sugar| was| ignored							
 They threw our dishes on the table	 They threw our dishes on the table	they| threw| our dishes| on the table							
The servers acted carelessly	The servers acted carelessly	the servers| acted| carelessly							
Much of the time it seems like they do not care about you	Much of the time it seems like they do not care about you	 they| do not care| about you| much of the time it seems like	it| seems| like| much of the time						
Murray won't do it	Murray won't do it	Murray| won't do| it							
They refuse to seat parties of 3 or more on weekends	They refuse to seat parties of 3 or more on weekends	they| refuse to seat| parties of 3 or more| on weekends							
They refuse to seat parties of 3 or more	They refuse to seat parties of 3 or more	they| refuse to seat| parties of 3 or more							
This is on the weekends	This is on the weekends	this| is| on the weekends							
They rushed us along	They rushed us along	they| rushed| us| along							
They took plates	They took plates	they| took| plates							
They didn't ask if we were done	They didn't ask if we were done	they| didn't ask| if we were done	we| were| done						
My sister had her fork in her hand	My sister had her fork in her hand	my sister| had| her fork| in her hand							
They seemed to continue to rush us along	They seemed to continue to rush us along	they| seemed to continue to rush| us| along							
They were taking plates without asking if we were done	They were taking plates without asking if we were done	they| were taking| plates| without asking if we were done	we| were| done						
My sister still had her fork in hand	My sister still had her fork in hand	my sister| had| her fork| in hand| still							
my service was stellar!	my service was stellar!	my service| was| stellar							
I had great service	I had great service	I| had| great service							
My service was stellar	My service was stellar	my service| was| stellar							
My wife ordered a teapot of hot water	My wife ordered a teapot of hot water	my wife| ordered| a teapot of hot water							
My wife had a sore throat	My wife had a sore throat	my wife| had| a sore throat							
Since it was only water, it wasn't a priority	Since it was only water, it wasn't a priority	it| wasn't| a priority| since it was only water	it| was| only water						
My wife also ordered a teapot of hot water	My wife also ordered a teapot of hot water	my wife| ordered| a teapot of hot water| also							
She had a sore throat	She had a sore throat	she| had| a sore throat							
it was only water	it was only water	it| was| only water							
it wasn't a priority for them to actually bring it	it wasn't a priority for them to actually bring it	it| wasn't| a priority| for them| to actually bring it							
I'm guessing that it wasn't a priority for them to bring water	I'm guessing that it wasn't a priority for them to bring water	I| 'm guessing| that it wasn't a priority for them to bring water	it| wasn't| a priority| for them| to bring water						
They were very abrupt with me	They were very abrupt with me	they| were| very abrupt| with me							
I called and actually claimed the food was late	I called and actually claimed the food was late	I| called	I| claimed| the food was late| actually	the food| was| late					
They were out of rice	They were out of rice	they| were| out of rice							
The food was late	The food was late	the food| was| late							
I called them	I called them	I| called| them							
I actually claimed the food was late	I actually claimed the food was late	I| claimed| the food was late| actually	the food| was| late						
The food was late because they were out of rice	The food was late because they were out of rice	the food| was| late| because they were out of rice	they| were| out of rice						
I always enjoy the staff	I always enjoy the staff	I| enjoy| the staff| always							
My wife always enjoy the staff	My wife always enjoy the staff	my wife| enjoy| the staff| always							
The staff is young	The staff is young	the staff| is| young							
The staff is not always well trained	The staff is not always well trained	the staff| is not| always| well trained							
All of the staff have a story	All of the staff have a story	all of the staff| have| a story							
The staff shares stories	The staff shares stories	the staff| shares| stories							
We enjoy the staff	We enjoy the staff	we| enjoy| the staff							
We like young workers	We like young workers	we| like| young workers							
 We like nice workers	 We like nice workers	we| like| nice workers							
 We like workers with stories	 We like workers with stories	we| like| workers with stories							
 We like friendly staff	 We like friendly staff	we| like| friendly staff							
 We like young staff									
Never got an explanation as to what was going on									
Nobody told me what was going on									
Never have I had such dramatic delivery guys									
They did a lot of huffing									
They did a lot of panting									
They did a lot of muttering under their breath									
This is because I live in a walk up									
They always seem disappointed with their tips									
I had dramatic delivery guys									
I live in a walkup									
The delivery guys huffed									
The delivery guys panted									
The delivery guys muttered under their breath									
The delivery guys seemed disappointed with their tips									
There was a lot of huffing and panting and muttering under breath									
They always seemed disappointed with their tips									
They wouldnt let me finish my glass of wine									
They would offer me another glass of wine before finishing the last one									
They offered me another glass of wine									
They would not let me finish my glass of wine									
I was not able to finish my wine before they offered another									
It's never too crowded									
It's always great service									
Always great service									
We weren't given menus									
We didn't receive an apology									
We were provided nothing									
We did not get a desert menu									
We did not get an apology									
We got nothing									
They're rude at times									
They're not very friendly									
No on would take responsibility in the restaurant									
Nobody at this restaurant will give firm answers									
Not one person takes responsibility									
Nobody at this restaurant will give firm answer about anything									
In the end, not one person takes responsibility for anything									
I can't think of one									
None that I know									
None that I can think of									
This guy refused to seat her									
She left									
We followed									
I told him									
I never saw such a display									
She was denied a seat									
We left after she did									
I spoke to the front man									
The guy refused to seat her									
The four of us followed shortly									
I have traveled the world for 40 years									
I have traveled to Paris									
I have never seen such bad behavior									
The frontman in the restaurant displayed bad behavior									
None was made									
I hung up									
Noodle pudding is the type of service I enjoy									
Noodle pudding is the type of food I enjoy									
I enjoy food as Noodle pudding									
I enjoy service as Noodle pudding									
Noodle pudding has service I enjoy									
Noodle pudding has the food I enjoy									
Normally, places ask how hot you want it									
They didn't ask									
Normally places ask how hot you want it									
They didn't ask how hot I wanted it									
That is not normal									
This is the first place I've been that a runner remembers my order									
I hope he likes his job									
I have half a mind to steal him for my restaurant									
The runner remembers my order									
Hope he likes his job									
I would like to hire him for my restaurant									
What I would expect									
Not what I would expect for the price									
Not what I would expect for the prestige									
Not what I would expect for the price of this location									
Not what I would expect for the prestige of this location									
Oh I forgot to mention									
They don't have bread service									
I forgot to mention									
Oh I forgot to mention that they don't have bread service									
This is where it really, really gets bad									
The manager said there's nothing we can do									
It is a matter of taste									
She did not like it									
The manager could not comp it									
This is where it really really gets bad									
The manager said, there is absolutely nothing we can do									
It's a matter of taste									
She didn't like it									
I cannot comp it									
They said it's a matter of taste									
The manager said I cannot comp it									
On a recent trip, our waiter was extremely dismissive									
no less than three staff members waited hand-and-foot on a pair of Japanese girls seated nearby									
Waiter was dismissive									
three staff members waited on Japanese girls nearby									
Our waiter was extremely dismissive									
No less than 3 staff members waited hand-and-foot on a pair of Japanese girls nearby									
This place could be better									
If this place had people who understand customer service									
This place has bad management									
This place does not understand customer service									
This place has bad customer service									
The customer service is terrible									
Last time they skipped our name									
We waited an extra hour for a table									
On our last visit, they skipped over our name									
Our name was on the list									
It left us waiting for a table									
It took an extra hour									
They skipped over our name on the list on our last visit									
The left us waiting an extra hour for a table last time									
THIS STAFF SHOULD BE FIRED									
We heard other guests									
Others guest complained similar issues									
We heard other guests complaining about similar issues									
On the way out other guests could be heard complaining									
Other guests were complaining									
You have to wait									
The wait is long on weekends									
You might wait on the weekends									
The server Brooke was Quick to take my drink order									
Our server was Brooke									
She quickly took my drink order									
Our server was lovely									
The server's name was Brooke									
She was quickly on hand									
Brooke took our drink order									
Service varies from good to mediocre									
Depending on the waiter you get it									
Generally service is just average Ok									
Service varies from good to mediorce									
Service depends on which waiter you get									
Service is generally just average									
The service varies depending on which waiter you get									
The service is generally just average									
They removed the dish from the check									
No manager stopped by									
It is to their credit									
No manager stopped by to ask what the problem was									
The main reason we came to the restaurant was the belly dancers									
We missed the first show as we were not seated yet									
The 2nd belly dancer only danced at the back									
We came to the restaurant for the belly dancers									
We missed the first show									
