The hostess and the waitress did everything	The hostess and the waitress did everything	the hostess| did| everything	the waitress| did| everything						
The hostess and the waitress rush us out	The hostess and the waitress rush us out	the hostess| rush| us out	the waitress| rush| us out						
the hostess was rude	the hostess was rude	the hostess| was| rude							
the hostess was offensive	the hostess was offensive	the hostess| was| offensive							
The hostess is rude	The hostess is rude	the hostess| is| rude							
The hostess is offensive	The hostess is offensive	the hostess| is| offensive							
The hostess is rude to the point of being offensive	The hostess is rude to the point of being offensive	the hostess| is| rude to the point of being offensive							
It was quick	It was quick	it| was| quick							
That is very important	That is very important	that| is| very important							
And it was quick	And it was quick	it| was| quick							
Which is very important	Which is very important	which| is| very important							
This is important	This is important	this| is| important							
I felt like they did not want to serve us	I felt like they did not want to serve us	I| felt like| they did not want to serve us	they| did not want| to serve us						
I got a distinct feeling	I got a distinct feeling	I| got| a distinct feeling							
They did not want to serve us	They did not want to serve us	they| did not want| to serve us							
The service was simply splendid	The service was simply splendid	the service| was| simply splendid							
It was quite a delight	It was quite a delight	it| was| quite a delight							
The service was splendid	The service was splendid	the service| was| splendid							
The service was quite a delight	The service was quite a delight	the service| was| quite a delight							
the service was delightful	the service was delightful	the service| was| delightful							
The waiter suggested a perfect sake	The waiter suggested a perfect sake	the waiter| suggested| a perfect sake							
And the waiter suggested a perfect sake!	And the waiter suggested a perfect sake!	the waiter| suggested| a perfect sake							
The waiter suggested a perfect sake!!	The waiter suggested a perfect sake!!	the waiter| suggested| a perfect sake							
They packaged everything nicely	They packaged everything nicely	they| packaged| everything nicely							
It didn't spill	It didn't spill	it| didn't spill							
And they packaged everything nicely so it didn't spill	And they packaged everything nicely so it didn't spill	they| packaged| everything nicely| so it didn't spill							
The hostess was pleasant	The hostess was pleasant	the hostess| was| pleasant							
The hostess was very nice	The hostess was very nice	the hostess| was| very nice							
The hostess were pleasant	The hostess were pleasant	the hostess| were| pleasant							
The hostess was very pleasant	The hostess was very pleasant	the hostess| was| very pleasant							
No one stopped by the table	No one stopped by the table	no one| stopped| by the table							
Any further needs we may have had could not have been met	Any further needs we may have had could not have been met	any further needs we may have had| could not have been met	we| may have had| any further needs						
No one stopped at the table	No one stopped at the table	no one| stopped| at the table							
The kitchen however, is almost always slow	The kitchen however, is almost always slow	the kitchen| is| almost always slow| however							
The kitchen is always slow	The kitchen is always slow	the kitchen| is| always slow							
Appetizers took nearly an hour	Appetizers took nearly an hour	appetizers| took| nearly an hour							
The owner was seated next to us	The owner was seated next to us	the owner| was seated| next to us							
The owner came over to check on our problems	The owner came over to check on our problems	the owner| came over| to check on our problems							
The owner offered a token 20% discount on our bill	The owner offered a token 20% discount on our bill	the owner| offered| a token 20% discount on our bill							
The owner was very dismissive	The owner was very dismissive	the owner| was| very dismissive							
The owner offer a token 20% discount on our bill	The owner offer a token 20% discount on our bill	the owner| offer| a token 20% discount on our bill							
The owner sat next to us	The owner sat next to us	the owner| sat| next to us							
The owner came over	The owner came over	the owner| came over							
We had a problem	We had a problem	we| had| a problem							
The owner was dismissive	The owner was dismissive	the owner| was| dismissive							
The owner offered a discount	The owner offered a discount	the owner| offered| a discount							
He was rude	He was rude	he| was| rude							
It was preposterous	It was preposterous	it| was| preposterous							
The rudeness was preposterous	The rudeness was preposterous	the rudeness| was| preposterous							
The servers were very rude	The servers were very rude	the servers| were| very rude							
Many other reviewers noticed it	Many other reviewers noticed it	many other reviewers| noticed| it							
Your order is often slow to arrive	Your order is often slow to arrive	your order| is| often| slow to arrive							
This is particularly true in the evening	This is particularly true in the evening	this| is| particularly true in the evening							
It is not a problem during lunch time	It is not a problem during lunch time	it| is not| a problem during lunch time							
The order is slow to arrive	The order is slow to arrive	the order| is| slow to arrive							
Order is slow to arrive in evening	Order is slow to arrive in evening	order| is| slow to arrive in evening							
The manager came to the tabled	The manager came to the tabled	the manager| came| to the tabled							
The manager asked what we wanted	The manager asked what we wanted	the manager| asked| what we wanted							
We paid	We paid	we| paid							
We walked out	We walked out	we| walked| out							
The manager came to the table	The manager came to the table	the manager| came| to the table							
The manager said we can do what we want	The manager said we can do what we want	the manager| said| we can do what we want							
We paid for what we enjoyed	We paid for what we enjoyed	we| paid| for what we enjoyed							
We paid for the drinks	We paid for the drinks	we| paid| for the drinks							
We paid for the appetizers	We paid for the appetizers	we| paid| for the appetizers							
The manager continually interrupted	The manager continually interrupted	the manager| interrupted| continually							
The manager continually interrupted with	The manager continually interrupted with	the manager| interrupted| with| continually							
Manager comp two glasses of wine	Manager comp two glasses of wine	manager| comp| two glasses of wine							
Comp seems like a big concession	Comp seems like a big concession	comp| seems| like a big concession							
The manager said he would comp the 2 glasses of wine	The manager said he would comp the 2 glasses of wine	the manager| said| he would comp the 2 glasses of wine	he| would comp| the 2 glasses of wine						
The manager said he would comp the two glass of wine	The manager said he would comp the two glass of wine	the manager| said| he would comp the two glass of wine	he| would comp| the two glasses of wine						
The two glasses of wine cost less than the food	The two glasses of wine cost less than the food	The two glasses of wine| cost| less than the food							
The manager made it seem like a big concession	The manager made it seem like a big concession	the manager| made| it seem like a big concession							
As part of small party	As part of small party	[subject missing]| is| as part of small party							
Our food was dropped	Our food was dropped	our food| was dropped							
We were a small party of four	We were a small party of four	we| were| a small party of four							
So our food was dropped off without comment	So our food was dropped off without comment	our food| was dropped off| without comment| so							
The food was dropped	The food was dropped	the food| was dropped							
The manager was rude	The manager was rude	the manager| was| rude							
The manager handled the situation extremely poorly	The manager handled the situation extremely poorly	the manager| handled| the situation| extremely poorly							
 The manager did a bad job	The manager did a bad job	the manager| did| a bad job							
 The manager was terrible	The manager was terrible	the manager| was| terrible							
The manager was disrepectful	The manager was disrepectful	the manager| was| disrepectful							
 The manager was awful	The manager was awful	the manager| was| awful							
As to my comment about the food, no apology was made	As to my comment about the food, no apology was made	no apology| was made| as to my comment about the food							
As to my comment about the food, no acknowledgment was made	As to my comment about the food, no acknowledgment was made	no acknowledgment| was made| as to my comment about the food							
I made a comment about the food	I made a comment about the food	I| made| a comment about the food							
There was no apology made	There was no apology made	there| was| no apology made							
There was no acknowledgment made	There was no acknowledgment made	there| was made| no acknowledgment							
A comment about the food was made	A comment about the food was made	a comment about the food| was| made							
The did not apologize about the food	The did not apologize about the food	the| did not apologize| about the food							
They did not acknowledge my comment	They did not acknowledge my comment	they| did not acknowledge| my comment							
The nicest waiters	The nicest waiters	the waiters| are| nicest							
The nicest waiters in town	The nicest waiters in town	the waiters| are| nicest in town							
The waiters are the nicest in town	The waiters are the nicest in town	the waiters| are| the nicest in town							
The only beverage we received was water	The only beverage we received was water	the only beverage we received| was| water	we| received| the only beverage						
The water was in glasses	The water was in glasses	the water| was| in glasses							
The glasses were dirty	The glasses were dirty	the glasses| were| dirty							
The only beverage we did receive was water in dirty glasses!	The only beverage we did receive was water in dirty glasses!	the only beverage we did receive| was| water in dirty glasses	we| did receive| the only beverage						
water was the only beverage we got	water was the only beverage we got	water| was| the only beverage we got	we got the only beverage						
glasses were dirty	glasses were dirty	glasses| were| dirty							
Usha is the nicest bartender in manhattan	Usha is the nicest bartender in manhattan	Usha| is| the nicest bartender in manhattan							
Ask for Usha	Ask for Usha	[subject missing]| ask| for Usha							
We were a little taken aback	We were a little taken aback	we| were| a little taken aback							
Although the restaurant looked fairly empty	Although the restaurant looked fairly empty	the restaurant| looked| fairly empty| although							
They hastily put the table together	They hastily put the table together	they| put| the table together| hastily							
They quickly put a table together for us	They quickly put a table together for us	they| put| a table together for us| quickly							
At first we were a little taken aback	At first we were a little taken aback	we| were| a little taken aback| at first							
This seemed to present a problem	This seemed to present a problem	this| seemed| to present a problem							
The restaurant looked fairly empty	The restaurant looked fairly empty	the restaurant| looked| fairly empty							
The only problem is that the manager is a complete incompetent	The only problem is that the manager is a complete incompetent	the only problem| is| that the manager is a complete incompetent	the manager| is| a complete incompetent						
The Manager is completely incompetent	The Manager is completely incompetent	the Manager| is| completely incompetent							
The only problem is the manager	The only problem is the manager	the only problem| is| the manager							
The manager is a complete incompetent	The manager is a complete incompetent	the manager| is| a complete incompetent							
The waitress came over	The waitress came over	the waitress| came| over							
The waitress asked us if everything was okay	The waitress asked us if everything was okay	the waitress| asked| us| if everything was okay							
I was literally shocked	I was literally shocked	I| was| literally shocked							
I was speechless	I was speechless	I| was| speechless							
I didn't say anything	I didn't say anything	I| didn't say| anything							
The waitress walked away	The waitress walked away	the waitress| walked| away							
Waitress come and ask if everything is okay	Waitress come and ask if everything is okay	waitress| come	waitress| ask| if everything is okay						
I was speechless and shocked whilst she walked away	I was speechless and shocked whilst she walked away	I| was| speechless| whilst she walked away	I| was shocked| whilst she walked away	she| walked| away| whilst					
the waitress asked if everything was okay	the waitress asked if everything was okay	the waitress| asked| if everything was okay							
I was shocked	I was shocked	I| was shocked							
Bad staff	Bad staff	staff| is| bad							
Staff is bad	Staff is bad	staff| is| bad							
Staff was bad	Staff was bad	staff| was| bad							
Both times I was extremely disappointed by the service	Both times I was extremely disappointed by the service	I| was| extremely disappointed by the service| both times							
The service was boarderline rude	The service was boarderline rude	the service| was| boarderline rude							
It was borderline rude	It was borderline rude	it| was| borderline rude							
I was disappointed	I was disappointed	I| was| disappointed							
The service was rude	The service was rude	the service| was| rude							
The problem is the wait	The problem is the wait	the problem| is| the wait							
We have a drink while waiting	We have a drink while waiting	we| have| a drink| while waiting							
The only problem is the wait	The only problem is the wait	the only problem| is| the wait							
We just have a drink in the front while waiting	We just have a drink in the front while waiting	we| have| a drink| in the front| while waiting| just							
The waiting is the only problem	The waiting is the only problem	the waiting| is| the only problem							
She is friendly	She is friendly	she| is| friendly							
It is annoying	It is annoying	it| is| annoying							
She is very friendly	She is very friendly	she| is| very friendly							
This is annoying	This is annoying	this| is| annoying							
She is very friendly with certain people	She is very friendly with certain people	she| is| very friendly with certain people							
This is more annoying	This is more annoying	this| is| more annoying							
My friend left out that the bartender disappeared	My friend left out that the bartender disappeared	my friend| left out| that the bartender disappeared	the bartender| disappeared						
We sat down	We sat down	we| sat| down							
We sat down at the bar	We sat down at the bar	we| sat| down| at the bar							
But the bartender disappeared	But the bartender disappeared	the bartender| disappeared							
My friend left one thing out	My friend left one thing out	my friend| left| one thing out							
The bartender disappeared	The bartender disappeared	the bartender| disappeared							
That is highly forgivable	That is highly forgivable	that| is| highly forgivable							
But that is highly forgivable	But that is highly forgivable	that| is| highly forgivable							
The waiters don't wipe your chin	The waiters don't wipe your chin	the waiters| don't wipe| your chin							
You leave	You leave	you| leave							
The only thing the waiters don't do for you is wipe your chin when you leave	The only thing the waiters don't do for you is wipe your chin when you leave	the only thing the waiters don't do for you| is| wipe your chin when you leave	the only thing the waiters| don't do| for you	the waiters| wipe| your chin| when you leave	you| leave| when				
The waiters don't wipe your chin when you leave	The waiters don't wipe your chin when you leave	the waiters| don't wipe| your chin| when you leave	you| leave| when						
The servers were extremely attentive	The servers were extremely attentive	the servers| were| extremely attentive							
The servers were very friendly	The servers were very friendly	the servers| were| very friendly							
The servers were friendly	The servers were friendly	the servers| were| friendly							
The owner is belligerent to guests that have a complaint	The owner is belligerent to guests that have a complaint	the owner| is| belligerent to guests that have a complaint							
The owner is belligerent	The owner is belligerent	the owner| is| belligerent							
Guests have complaints	Guests have complaints	guests| have| complaints							
The owner truly caters to all your needs	The owner truly caters to all your needs	the owner| caters| to all your needs| truly							
The owner caters to your needs	The owner caters to your needs	the owner| caters| to your needs							
The owner caters to all your needs	The owner caters to all your needs	the owner| caters| to all your needs							
The service is horrid	The service is horrid	the service| is| horrid							
But the service is HORRID!	But the service is HORRID!	the service| is| HORRID							
The service is horrid!	The service is horrid!	the service| is| horrid							
The owners are great fun	The owners are great fun	the owners| are| great fun							
The beer selection is worth staying for	The beer selection is worth staying for	the beer selection| is| worth staying for							
The owners are fun	The owners are fun	the owners| are| fun							
but the service was a bit slow	but the service was a bit slow	the service| was| a bit slow							
The service was a bit slow	The service was a bit slow	the service| was| a bit slow							
Slow service	Slow service	service| is| slow							
 Not fast service	Not fast service	service| is| not fast							
 Slow help	Slow help	help| is| slow							
The staff was horrible	The staff was horrible	the staff| was| horrible							
Staff were horrible to us	Staff were horrible to us	staff| were| horrible to us							
The staff was horrible to us	The staff was horrible to us	the staff| was| horrible to us							
The people that work there are always friendly	The people that work there are always friendly	the people that work there| are| always friendly	the people that| work| there						
The people that work there make you forget you are in New York sometimes	The people that work there make you forget you are in New York sometimes	the people that work there| make| you forget you are in New York| sometimes	the people that| work| there	you| forget| you are in New York sometimes	you| are| in New York| sometimes				
The people are friendly	The people are friendly	the people| are| friendly							
The people that work there are always so friendly	The people that work there are always so friendly	the people that work there| are| always| so friendly	the people that| work| there						
You forget you are in New York sometimes	You forget you are in New York sometimes	you| forget| you are in New York| sometimes	you| are| in New York| sometimes						
The place is small	The place is small	the place| is| small							
Very intimate but is a little crowded	Very intimate but is a little crowded	[subject missing]| is| very intimate| but is a little crowded	[subject missing]| is| a little crowded						
Service is excellent	Service is excellent	service| is| excellent							
Great to take friends out	Great to take friends out	[subject missing]| is| great to take friends out							
Great for romantic date or special occasion	Great for romantic date or special occasion	[subject missing]| is| great for romantic date	[subject missing]| is| great for special occasion						
The place is intimate	The place is intimate	the place| is| intimate							
You may feel crowded	You may feel crowded	you| may feel crowded							
the service is excellent	the service is excellent	the service| is| excellent							
It is great for friends	It is great for friends	it| is| great for friends							
It is great for a date	It is great for a date	it| is| great for a date							
It is great for a special occasion	It is great for a special occasion	it| is| great for a special occasion							
you may feel a little crowded	you may feel a little crowded	you| may feel| a little crowded							
it's great for friends out	it's great for friends out	it| 's| great for friends out							
it's great for a romantic date	it's great for a romantic date	it| 's| great for a romantic date							
it's great for a special occasion	it's great for a special occasion	it| 's| great for a special occasion							
But they do	But they do	they| do							
But who says Murray's is anything about service	But who says Murray's is anything about service	who| says| Murray's is anything about service	Murray's| is| anything about service						
Murray's is anything about service	Murray's is anything about service	Murray's| is| anything about service							
The place is cool	The place is cool	the place| is| cool							
The service is prompt	The service is prompt	the service| is| prompt							
The service is curtious	The service is curtious	the service| is| curtious							
The place is so cool	The place is so cool	the place| is| so cool							
The service is courteous	The service is courteous	the service| is| courteous							
The service is prompt and curtious	The service is prompt and curtious	the service| is| prompt	the service| is| curtious						
The place had a complete lack of service	The place had a complete lack of service	The place| had| a complete lack of service							
I had a real problem with this place	I had a real problem with this place	I| had| a real problem with this place							
The problem with this place was lack of service	The problem with this place was lack of service	the problem with this place| was| lack of service							
It was the lack of service	It was the lack of service	it| was| the lack of service							
We finished out dinner	We finished out dinner	we| finished| out dinner							
We had not received one beverage	We had not received one beverage	we| had not received| one beverage							
We had not received one hooka	We had not received one hooka	we| had not received| one hooka							
By the time we finished our dinner we still had not received one beverage!	By the time we finished our dinner we still had not received one beverage!	we| had not received| one beverage| by the time we finished our dinner| still	we| finished| our dinner| by the time						
By the time we finished our dinner we still had not received hooka!	By the time we finished our dinner we still had not received hooka!	we| had not received| hooka| by the time we finished our dinner| still							
We finished our dinner	We finished our dinner	we| finished| our dinner							
We still had not received one beverage	We still had not received one beverage	we| had not received| one beverage| still							
We still had not received hooka	We still had not received hooka	we| had not received| hooka| still							
The server was really cool	The server was really cool	the server| was| really cool							
The server served us our food with a smile	The server served us our food with a smile	the server| served| us| our food| with a smile							
The server served us our drinks with a smile	The server served us our drinks with a smile	the server| served| us| our drinks| with a smile							
Sever was really cool	Sever was really cool	sever| was| really cool							
The server was cool	The server was cool	the server| was| cool							
The server served us our food	The server served us our food	the server| served| us| our food							
There server served us with a smile	There server served us with a smile	there server| served| us| with a smile							
The server served us our drinks	The server served us our drinks	the server| served| us| our drinks							
It can be busy on Fridays for a table	It can be busy on Fridays for a table	it| can be| busy| on Fridays| for a table							
The service is efficient	The service is efficient	the service| is| efficient							
You can be in and out of there quickly	You can be in and out of there quickly	you| can be| in and out of there quickly							
Can get busy on Fridays for a table but once seated	Can get busy on Fridays for a table but once seated	[subject missing]| can get busy| on Fridays| for a table| but once seated							
The service is so efficient you can be in and out of there quickly	The service is so efficient you can be in and out of there quickly	the service| is| so efficient you can be in and out of there quickly							
It can get busy on Fridays	It can get busy on Fridays	it| can get| busy| on Fridays							
It can get busy for a table	It can get busy for a table	it| can get| busy| for a table							
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty for deigning to attract their attention	The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel guilty for deigning to attract their attention	the servers at Flatbush Farm| appear| to have perfected that ghastly technique of making you feel guilty for deigning to attract their attention							
The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel ashamed for deigning to attract their attention	The servers at Flatbush Farm appear to have perfected that ghastly technique of making you feel ashamed for deigning to attract their attention	the servers at Flatbush Farm| appear| to have perfected that ghastly technique of making you feel ashamed for deigning to attract their attention							
At Flatbush Farm the servers make you feel guilty	At Flatbush Farm the servers make you feel guilty	the servers| make| you| feel guilty| at Flatbush Farm							
The servers make you feel ashamed	The servers make you feel ashamed	the servers| make| you| feel ashamed							
The servers do not like you to attract their attention	The servers do not like you to attract their attention	the servers| do not like| you| to attract their attention							
We were comfortable	We were comfortable	we| were| comfortable							
It was closing time	It was closing time	it| was| closing time							
We were the last patrons there	We were the last patrons there	we| were| the last patrons| there							
We were there till after closing time	We were there till after closing time	we| were| there| till after closing time							
The waitstaff did not rust us	The waitstaff did not rust us	the waitstaff| did not rust| us							
The waitstaff made us feel comfortable	The waitstaff made us feel comfortable	the waitstaff| made| us feel comfortable							
The waitstaff made us feel relaxed	The waitstaff made us feel relaxed	the waitstaff| made| us feel relaxed							
The staff did not rush us	The staff did not rush us	the staff| did not rush| us							
The staff made us feel comfortable	The staff made us feel comfortable	the staff| made| us feel comfortable							
The staff made us feel relaxed	The staff made us feel relaxed	the staff| made| us feel relaxed							
The servers are behind the counter	The servers are behind the counter	the servers| are| behind the counter							
The servers are always friendly	The servers are always friendly	the servers| are| always friendly							
The servers are always helpful	The servers are always helpful	the servers| are| always helpful							
The servers are friendly	The servers are friendly	the servers| are| friendly							
The servers are helpful	The servers are helpful	the servers| are| helpful							
I expect better service	I expect better service	I| expect| better service							
The cost is $60 per head	The cost is $60 per head	the cost| is| $60 per head							
Considering you will spend at least $60 a head, I expect better service	Considering you will spend at least $60 a head, I expect better service	I| expect| better service| considering you will spend at least $60 a head	you| will spend| at least $60 a head						
You will spend at least $60 a head	You will spend at least $60 a head	you| will spend| at least $60 a head							
The service is amazing	The service is amazing	the service| is| amazing							
All the waiters I've had were nice	All the waiters I've had were nice	all the waiters I've had| were| nice							
It's rare to have nice waiters in NYC	It's rare to have nice waiters in NYC	it|'s| rare to have nice waiters in NYC							
All the waiters are nice	All the waiters are nice	all the waiters| are| nice							
It was a cute place	It was a cute place	it| was| a cute place							
The wait staff were nice	The wait staff were nice	the wait staff| were| nice							
However, would never go there again	However, would never go there again	[subject missing]| would never go| there| again| however							
Cute, place, nice wait staff	Cute, place, nice wait staff	place| is| cute	wait staff| is| nice						
It is cute place	It is cute place	it| is| cute place							
They have nice wait staff	They have nice wait staff	they| have| nice wait staff							
We would never go there again	We would never go there again	we| would never go| there| again							
Delivery can be spot on	Delivery can be spot on	delivery| can be| spot on							
Delivery can be lacking	Delivery can be lacking	delivery| can be lacking							
Delivery can depend on the weather	Delivery can depend on the weather	delivery| can depend| on the weather							
Delivery can depend on the day of the week	Delivery can depend on the day of the week	delivery| can depend| on the day of the week							
Delivery depends on weather and day of the week	Delivery depends on weather and day of the week	delivery| depends| on weather	delivery| depends| on day of the week						
Delivery can be lacking depending on the weather	Delivery can be lacking depending on the weather	delivery| can be lacking| depending on the weather							
Delivery can be lacking depending on the day of the week	Delivery can be lacking depending on the day of the week	delivery| can be lacking| depending on the day of the week							
The service is awful	The service is awful	the service| is| awful							
Delivery guys sometimes get upset	Delivery guys sometimes get upset	delivery guys| get upset| sometimes							
If you don't tip more than 10%	If you don't tip more than 10%	you| don't tip| more than 10%							
The delivery guy sometimes gets upset	The delivery guy sometimes gets upset	the delivery guy| gets upset| sometimes							
He sometimes gets upset if you don't tip more than 10%	He sometimes gets upset if you don't tip more than 10%	he| gets upset| if you don't tip more than 10%| sometimes	you| don't tip| more than 10%						
Delivery guy sometimes get upset if you don't tip more than 10%	Delivery guy sometimes get upset if you don't tip more than 10%	delivery guy| get upset if you don't tip more than 10%							
The decor is great	The decor is great	the decor| is| great							
The food is delicious	The food is delicious	the food| is| delicious							
The food comes in large portions	The food comes in large portions	the food| comes| in large portions							
The food is delicious and comes in large portions	The food is delicious and comes in large portions	the food| is| delicious	the food| comes| in large portions						
Delivery is fast	Delivery is fast	delivery| is| fast							
Fast delivery	Fast delivery	delivery| is| fast							
Is fast too	Is fast too	[subject missing]| is| fast too							
Delivery too is fast	Delivery too is fast	delivery too| is| fast							
Delivery is fast, too	Delivery is fast, too	delivery| is| fast| too							
the service is fantastic	the service is fantastic	the service| is| fantastic							
the place is fun	the place is fun	the place| is| fun							
This is a fun place	This is a fun place	this| is| a fun place							
The service is slow	The service is slow	the service| is| slow							
They don't toast	They don't toast	they| don't toast							
Service is slow	Service is slow	service| is| slow							
The ambience is good for a date	The ambience is good for a date	the ambience| is| good for a date							
The ambience is good for a group outing	The ambience is good for a group outing	the ambience| is| good for a group outing							
The ambiance is good for a date or group outing	The ambiance is good for a date or group outing	the ambiance| is| good for a date	the ambiance| is| good for a group outing						
The ambience is good for group outing	The ambience is good for group outing	the ambience| is| good for group outing							
The service is good for a date	The service is good for a date	the service| is| good for a date							
The service is good for group outing	The service is good for group outing	the service| is| good for group outing							
The restaurant is clean	The restaurant is clean	the restaurant| is| clean							
The front of house staff has been so hideous	The front of house staff has been so hideous	the front of house staff| has been| so hideous							
The waiters are fantastic	The waiters are fantastic	the waiters| are| fantastic							
Would not return if it wasn't for their exceptional fish dishes	Would not return if it wasn't for their exceptional fish dishes	[subject missing]| would not return| if it wasn't for their exceptional fish dishes	it| wasn't| for their exceptional fish dishes						
The front of house greeters and seaters are hideous	The front of house greeters and seaters are hideous	the front of house greeters| are| hideous	the front of house seaters| are| hideous						
The fish dishes are exceptional	The fish dishes are exceptional	the fish dishes| are| exceptional							
The fish dishes make me want to return	The fish dishes make me want to return	the fish dishes| make| me| want to return							
The front of house staff has been hideous	The front of house staff has been hideous	the front of house staff| has been| hideous							
The front of house staff greet and seat you	The front of house staff greet and seat you	the front of house staff| greet| you	the front of house staff| seat| you						
The fish dishes were exceptional	The fish dishes were exceptional	the fish dishes| were| exceptional							
I return only for the exceptional fish dishes	I return only for the exceptional fish dishes	I| return| only for the exceptional fish dishes							
The service is ok	The service is ok	the service| is| ok							
Some people didn't get what they asked for	Some people didn't get what they asked for	some people| didn't get| what they asked for							
Some of the people didn't get what they asked for	Some of the people didn't get what they asked for	some of the people| didn't get| what they asked for							
They over charged me	They over charged me	they| over charged| me							
This happened the last time I was there	This happened the last time I was there	this| happened| the last time I was there							
They overcharged me	They overcharged me	they| overcharged| me							
I was there	I was there	I| was| there							
They overcharged me the last time	They overcharged me the last time	they| overcharged| me| the last time							
The service is really attentive	The service is really attentive	the service| is| really attentive							
The service is really charming	The service is really charming	the service| is| really charming							
The service is charming	The service is charming	the service| is| charming							
We are waiting for a couple items	We are waiting for a couple items	we| are| waiting for a couple items							
The order was incorrect	The order was incorrect	the order| was| incorrect							
We were still waiting for a couple items	We were still waiting for a couple items	we| were| still waiting for a couple items							
The order was not correct	The order was not correct	the order| was not| correct							
The service leaves much to be desired	The service leaves much to be desired	the service| leaves| much to be desired							
It feels like you are rushed to place your order	It feels like you are rushed to place your order	it| feels| like you are rushed to place your order							
They ignore you for the rest of the night	They ignore you for the rest of the night	they| ignore| you for the rest of the night							
The service is lacking	The service is lacking	the service| is lacking							
It makes you feel rushed	It makes you feel rushed	it| makes| you feel rushed							
You are being totally ignored	You are being totally ignored	you| are being| totally ignored							
You feel like you are being rushed to place your order	You feel like you are being rushed to place your order	you| feel| like you are being rushed to place your order							
You feel like you are being ignored for the rest of the night	You feel like you are being ignored for the rest of the night	you| feel| like you are being ignored for the rest of the night							
The service ranges from mediocre to offensive	The service ranges from mediocre to offensive	the service| ranges| from mediocre to offensive							
The servcie ranges from mediocre	The servcie ranges from mediocre	the servcie| ranges| from mediocre							
The service ranges to offensive	The service ranges to offensive	the service| ranges| to offensive							
The services are mediocre	The services are mediocre	the services| are| mediocre							
The services are expensive	The services are expensive	the services| are| expensive							
The service varys from day to day	The service varys from day to day	the service| varys| from day to day							
Sometimes service is very nice	Sometimes service is very nice	service| is| very nice| sometimes							
Sometimes service is not very nice	Sometimes service is not very nice	service| is not| very nice| sometimes							
The service sometimes is very nice	The service sometimes is very nice	the service| is| very nice| sometimes							
The service sometime is not very nice	The service sometime is not very nice	the service| is not| very nice| sometime							
The service is nice	The service is nice	the service| is| nice							
The service is not nice	The service is not nice	the service| is not| nice							
The service varies	The service varies	the service| varies							
It was the worst service we had ever received	It was the worst service we had ever received	it| was| the worst service we had ever received							
 Everyone agreed it was the worst service	Everyone agreed it was the worst service	everyone| agreed| it was the worst service	it| was| the worst service						
Everyone that sat in the back outside agreed	Everyone that sat in the back outside agreed	everyone that sat in the back outside| agreed							
Everyone sat in back outside	Everyone sat in back outside	everyone| sat| in back outside							
Everyone agreed that service was poor ever they get	Everyone agreed that service was poor ever they get	everyone| agreed| that service was poor ever they get	service| was| poor| ever they get						
The service was attentive	The service was attentive	the service| was| attentive							
The service was discreet	The service was discreet	the service| was| discreet							
Servers were attentive	Servers were attentive	servers| were| attentive							
everyone was cheerfully cooperative	everyone was cheerfully cooperative	everyone| was| cheerfully cooperative							
everyone was helpful	everyone was helpful	everyone| was| helpful							
Everyone was cooperative	Everyone was cooperative	everyone| was| cooperative							
Everyone was more then happy with his choices	Everyone was more then happy with his choices	everyone| was| more then happy with his choices							
All we pleased with his choices	All we pleased with his choices	all| we pleased| with his choices							
 His choices we good	His choices we good	his choices| we| good							
 All we happy with the selections	All we happy with the selections	all| we| happy with the selections							
Everyone was smiling so that made me feel welcome	Everyone was smiling so that made me feel welcome	everyone| was smiling| so that made me feel welcome	that| made| me feel welcome						
Everyone was smiling	Everyone was smiling	everyone| was| smiling							
That made me feel welcome	That made me feel welcome	that| made| me feel welcome							
The service was friendly	The service was friendly	the service| was| friendly							
The service was friendly and attentive	The service was friendly and attentive	the service| was| friendly	the service| was| attentive						
The service was excellent and attentive	The service was excellent and attentive	the service| was| excellent	the service| was| attentive						
My wife stood facing the staff	My wife stood facing the staff	my wife| stood| facing the staff							
My wife asked the staff a question	My wife asked the staff a question	my wife| asked| the staff| a question							
My wife stood	My wife stood	my wife| stood							
My wife asked	My wife asked	my wife| asked							
My wife stood face to face in front of one of the staff	My wife stood face to face in front of one of the staff	my wife| stood| face to face in front of one of the staff							
She asked	She asked	she| asked							
The food was delicious	The food was delicious	the food| was| delicious							
The coffee was good even by Starbucks standards	The coffee was good even by Starbucks standards	the coffee| was| good even by Starbucks standards							
The food was outstanding	The food was outstanding	the food| was| outstanding							
The coffee was good	The coffee was good	the coffee| was| good							
The coffee would meet Starbucks' standards	The coffee would meet Starbucks' standards	the coffee| would meet| Starbucks' standards							
The food came fast	The food came fast	the food| came| fast							
The food came together	The food came together	the food| came| together							
I liked it	I liked it	I| liked| it							
The came all together	The came all together	the| came| all together							
I like that	I like that	I| like| that							
I hate the pretentiousness of things coming one after the other	I hate the pretentiousness of things coming one after the other	I| hate| the pretentiousness of things coming one after the other							
I like that the food came fast	I like that the food came fast	I| like| that the food came fast	the food| came| fast						
I like that the food came all together	I like that the food came all together	I| like| that the food came all together	the food| came| all together						
I hate things coming in one after the other	I hate things coming in one after the other	I| hate| things coming in one after the other							
For each course we waited over 1/2 hour to 45 minutes	For each course we waited over 1/2 hour to 45 minutes	we| waited| over 1/2 hour to 45 minutes| for each course							
